rss_mean,rss_max,rss_std,rss_growth,utime_mean,utime_max,utime_std,stime_mean,stime_max,cpu_growth,nthreads_mean,nthreads_max,label
515232.0,515232,0.0,0,30.0,59,17.60681686165901,0.0,0,58,1.0,1,0
515240.0,515240,0.0,0,29.033333333333335,58,17.550878420561556,0.0,0,57,1.0,1,0
2100.0,2100,0.0,0,0.0,0,0.0,0.0,0,0,1.0,1,0
0.0,0,,0,0.0,0,,0.0,0,0,1.0,1,0
515184.0,515184,0.0,0,30.0,59,17.60681686165901,0.0,0,58,1.0,1,1
771200.0,1027200,260376.3853903912,512000,30.0,59,17.60681686165901,0.0,0,58,1.0,1,1
822969.4666666667,1119704,179791.19854023258,583908,0.0,0,0.0,0.0,0,0,1.0,1,1
3476.266666666667,3816,233.92998264781963,564,61.53333333333333,279,90.68426975837207,0.0,0,279,9.0,31,1
